,symbol,exchange,name,date,type,iexId,region,currency,isEnabled,figi,cik
0,A,NYS,Agilent Technologies Inc.,2020-03-28,cs,IEX_46574843354B2D52,US,USD,True,BBG000C2V3D6,1090872
1,AA,NYS,Alcoa Corp.,2020-03-28,cs,IEX_4238333734532D52,US,USD,True,BBG00B3T3HD3,1675149
2,AAAU,PSE,Perth Mint Physical Gold ETF,2020-03-28,et,IEX_474B433136332D52,US,USD,True,BBG00LPXX872,
3,AACG,NAS,ATA Creativity Global Sponsored ADR,2020-03-28,ad,IEX_44595A4C53392D52,US,USD,True,BBG000V2S3P6,
4,AADR,PSE,AdvisorShares Dorsey Wright ADR ETF,2020-03-28,et,IEX_5253355435362D52,US,USD,True,BBG000BDYRW6,
5,AAL,NAS,American Airlines Group Inc.,2020-03-28,cs,IEX_4353464A535A2D52,US,USD,True,BBG005P7Q881,6201
6,AAMC,ASE,Altisource Asset Management Corp.,2020-03-28,cs,IEX_5442323844432D52,US,USD,True,BBG003PNL136,1555074
7,AAME,NAS,Atlantic American Corporation,2020-03-28,cs,IEX_5737584C53442D52,US,USD,True,BBG000B9XB24,8177
8,AAN,NYS,Aaron's Inc.,2020-03-28,cs,IEX_534D305A30592D52,US,USD,True,BBG000D9V7T4,706688
9,AAOI,NAS,Applied Optoelectronics Inc.,2020-03-28,cs,IEX_4C394B5933512D52,US,USD,True,BBG000D6VW15,1158114
10,AAON,NAS,AAON Inc.,2020-03-28,cs,IEX_4E57434244582D52,US,USD,True,BBG000C2LZP3,824142
11,AAP,NYS,Advance Auto Parts Inc.,2020-03-28,cs,IEX_4850353858392D52,US,USD,True,BBG000F7RCJ1,1158449
12,AAPL,NAS,Apple Inc.,2020-03-28,cs,IEX_4D48333344362D52,US,USD,True,BBG000B9XRY4,320193
13,AAT,NYS,American Assets Trust Inc.,2020-03-28,cs,IEX_4742423330312D52,US,USD,True,BBG00161BCR0,1500217
14,AAU,ASE,Almaden Minerals Ltd.,2020-03-28,cs,IEX_5639393533472D52,US,USD,True,BBG000DGFSY4,1015647
15,AAWW,NAS,Atlas Air Worldwide Holdings Inc.,2020-03-28,cs,IEX_4754595032502D52,US,USD,True,BBG000Q57YP0,1135185
16,AAXJ,NAS,iShares MSCI All Country Asia ex Japan ETF,2020-03-28,et,IEX_4332325853592D52,US,USD,True,BBG000G6GXC5,
17,AAXN,NAS,Axon Enterprise Inc,2020-03-28,cs,IEX_52584D56394D2D52,US,USD,True,BBG000BHJWG1,1069183
18,AB,NYS,AllianceBernstein Holding L.P.,2020-03-28,cs,IEX_4E465333304C2D52,US,USD,True,BBG000B9WM03,825313
19,ABB,NYS,ABB Ltd. Sponsored ADR,2020-03-28,ad,IEX_47395A4B54312D52,US,USD,True,BBG000DK5Q25,1091587
20,ABBV,NYS,AbbVie Inc.,2020-03-28,cs,IEX_4334484252542D52,US,USD,True,BBG0025Y4RY4,1551152
21,ABC,NYS,AmerisourceBergen Corporation,2020-03-28,cs,IEX_424B324652572D52,US,USD,True,BBG000MDCQC2,1140859
22,ABCB,NAS,Ameris Bancorp,2020-03-28,cs,IEX_52584C584A522D52,US,USD,True,BBG000CDY3H5,351569
23,ABEO,NAS,Abeona Therapeutics Inc.,2020-03-28,cs,IEX_4E31383330472D52,US,USD,True,BBG000DT5D52,318306
24,ABEQ,PSE,Absolute Core Strategy ETF,2020-03-28,et,IEX_57474C4750582D52,US,USD,True,BBG00RHHGQY2,
25,ABEV,NYS,Ambev SA Sponsored ADR,2020-03-28,ad,IEX_56314334584C2D52,US,USD,True,BBG000BN5VZ4,1565025
26,ABG,NYS,Asbury Automotive Group Inc.,2020-03-28,cs,IEX_5452384E30442D52,US,USD,True,BBG000BKDWB5,1144980
27,ABIO,NAS,ARCA biopharma Inc.,2020-03-28,cs,IEX_5338544E53332D52,US,USD,True,BBG000BWNN28,907654
28,ABM,NYS,ABM Industries Incorporated,2020-03-28,cs,IEX_514C4C3154342D52,US,USD,True,BBG000B9YYH7,771497
29,ABMD,NAS,ABIOMED Inc.,2020-03-28,cs,IEX_484E313935472D52,US,USD,True,BBG000C101X4,815094
30,ABR,NYS,Arbor Realty Trust Inc.,2020-03-28,cs,IEX_5638354657572D52,US,USD,True,BBG000KMVDV1,1253986
31,ABR-A,NYS,Arbor Realty Trust Inc 8.25 % Cum Red Pfd Registered Series A,2020-03-28,ps,IEX_5636474453342D52,US,USD,True,,
32,ABR-B,NYS,Arbor Realty Trust Inc 7.75 % Cum Red Pfd Registered Series B,2020-03-28,ps,IEX_53564A4243352D52,US,USD,True,,
33,ABR-C,NYS,Arbor Realty Trust Inc 8.5 % Cum Red Pfd Registered Series C,2020-03-28,ps,IEX_4636303634572D52,US,USD,True,,
34,ABT,NYS,Abbott Laboratories,2020-03-28,cs,IEX_53484E444C542D52,US,USD,True,BBG000B9ZXB4,1800
35,ABTX,NAS,Allegiance Bancshares Inc.,2020-03-28,cs,IEX_43324C5043372D52,US,USD,True,BBG000BNYLL9,1642081
36,ABUS,NAS,Arbutus Biopharma Corporation,2020-03-28,cs,IEX_5342324E33502D52,US,USD,True,BBG000RR8V85,1447028
37,AC,NYS,Associated Capital Group Inc. Class A,2020-03-28,cs,IEX_4850503351532D52,US,USD,True,BBG008NZ8QC0,1642122
38,ACA,NYS,Arcosa Inc,2020-03-28,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445
39,ACAD,NAS,ACADIA Pharmaceuticals Inc.,2020-03-28,cs,IEX_535A465A36352D52,US,USD,True,BBG000BHG9K0,1070494
40,ACAM,NAS,Acamar Partners Acquisition Corp. Class A,2020-03-28,cs,IEX_5438435A304E2D52,US,USD,True,BBG00N36CWD4,1759008
41,ACAMU,NAS,Acamar Partners Acquisition Corp. Units Cons of 1 Sh -A- + 1/3 Wt 30.12.25,2020-03-28,ut,IEX_47314C5054542D52,US,USD,True,BBG00N0THPG4,1759008
42,ACAMW,NAS,Acamar Partners Acquisition Corp Warrant -30.12.25 on Acamr Ptrs Acqn,2020-03-28,wt,IEX_5248574753332D52,US,USD,True,BBG00NWKHBT5,
43,ACB,NYS,Aurora Cannabis Inc.,2020-03-28,cs,IEX_4750444A48562D52,US,USD,True,BBG006SCSYG7,1683541
44,ACBI,NAS,Atlantic Capital Bancshares Inc.,2020-03-28,cs,IEX_5458464E56362D52,US,USD,True,BBG009XQG7V9,1461755
45,ACC,NYS,American Campus Communities Inc.,2020-03-28,cs,IEX_52505658594D2D52,US,USD,True,BBG000M9KP89,1283630
46,ACCO,NYS,ACCO Brands Corporation,2020-03-28,cs,IEX_5250574354312D52,US,USD,True,BBG000J06K07,712034
47,ACEL,NYS,Accel Entertainment Inc. Class A,2020-03-28,cs,IEX_4E35565A35362D52,US,USD,True,BBG00GX221W3,708717
48,ACEL+,NYS,Accel Entertainment Inc. Warrant 2019-20.11.24 on Accel Entmt,2020-03-28,wt,IEX_5339313351542D52,US,USD,True,BBG00GX7LX60,
49,ACER,NAS,Acer Therapeutics Inc.,2020-03-28,cs,IEX_5752545447382D52,US,USD,True,BBG000BG5S59,1069308
50,ACES,BATS,ALPS Clean Energy ETF,2020-03-28,et,IEX_534D4A4331312D52,US,USD,True,BBG00L99FCT0,
51,ACGL,NAS,Arch Capital Group Ltd.,2020-03-28,cs,IEX_4C4A4B3850512D52,US,USD,True,BBG000HXNN20,947484
52,ACGLO,NAS,Arch Capital Group Ltd. Deposit Shs Repr 1/1000th 5.45 % Non-Cum Pfd Shs Series F,2020-03-28,ps,IEX_4D58533556562D52,US,USD,True,,
53,ACGLP,NAS,Arch Capital Group Ltd Deposit Repr 1/1000th Non-Cum Pfd Series E,2020-03-28,ps,IEX_5030575A35462D52,US,USD,True,,
54,ACH,NYS,Aluminum Corporation of China Limited Sponsored ADR Class H,2020-03-28,ad,IEX_5846375A30472D52,US,USD,True,BBG000CMRVH1,1161611
55,ACHC,NAS,Acadia Healthcare Company Inc.,2020-03-28,cs,IEX_56383944464C2D52,US,USD,True,BBG000FPNN38,1520697
56,ACHV,NAS,Achieve Life Sciences Inc.,2020-03-28,cs,IEX_4D4E52424C4E2D52,US,USD,True,BBG000FB8S62,949858
57,ACIA,NAS,Acacia Communications Inc.,2020-03-28,cs,IEX_5148314C50312D52,US,USD,True,BBG00359HX70,1651235
58,ACIO,BATS,Aptus Collared Income Opportunity ETF,2020-03-28,et,IEX_4A4C3847324A2D52,US,USD,True,BBG00PNSDFF3,
59,ACIU,NAS,AC Immune SA,2020-03-28,cs,IEX_5334383954322D52,US,USD,True,BBG00D0RHJ38,1651625
60,ACIW,NAS,ACI Worldwide Inc.,2020-03-28,cs,IEX_57504B4842382D52,US,USD,True,BBG000PMBV39,935036
61,ACLS,NAS,Axcelis Technologies Inc.,2020-03-28,cs,IEX_4735474344472D52,US,USD,True,BBG000DW34S2,1113232
62,ACM,NYS,AECOM,2020-03-28,cs,IEX_565A5A3350322D52,US,USD,True,BBG000F61RJ8,868857
63,ACMR,NAS,ACM Research Inc. Class A,2020-03-28,cs,IEX_434748584C532D52,US,USD,True,BBG00HPSG933,1680062
64,ACN,NYS,Accenture Plc Class A,2020-03-28,cs,IEX_4257445A32502D52,US,USD,True,BBG000D9D830,1467373
65,ACNB,NAS,ACNB Corporation,2020-03-28,cs,IEX_574E464342392D52,US,USD,True,BBG000BJ2LY9,715579
66,ACOR,NAS,Acorda Therapeutics Inc.,2020-03-28,cs,IEX_56424B4D43482D52,US,USD,True,BBG000FD10V8,1008848
67,ACP,NYS,Aberdeen Income Credit Strategies Fund of Benef Interest,2020-03-28,cef,IEX_5659314B36392D52,US,USD,True,BBG001K93163,
68,ACRE,NYS,Ares Commercial Real Estate Corporation,2020-03-28,cs,IEX_44465A5A44312D52,US,USD,True,BBG0022MMQB0,1529377
69,ACRS,NAS,Aclaris Therapeutics Inc.,2020-03-28,cs,IEX_4248464A38512D52,US,USD,True,BBG003LF0QR9,1557746
70,ACRX,NAS,AcelRx Pharmaceuticals Inc.,2020-03-28,cs,IEX_4C535A5044352D52,US,USD,True,BBG0018YYFX7,1427925
71,ACSG,PSE,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,2020-03-28,et,IEX_5831373248352D52,US,USD,True,BBG00MQCZF86,
72,ACSI,BATS,American Customer Satisfaction ETF,2020-03-28,et,IEX_53484E5254502D52,US,USD,True,BBG00F40VFY6,
73,ACST,NAS,Acasti Pharma Inc. Class A,2020-03-28,cs,IEX_485730484E482D52,US,USD,True,BBG001NMDXS6,1444192
74,ACT,NAS,AdvisorShares Vice ETF,2020-03-28,et,IEX_5151383634582D52,US,USD,True,BBG00JGGJ4N1,884629
75,ACTG,NAS,Acacia Research Corporation,2020-03-28,cs,IEX_474E434248302D52,US,USD,True,BBG000KF9J02,934549
76,ACTT,NAS,Act II Global Acquisition Corp. Class A,2020-03-28,cs,IEX_474C574A4E4B2D52,US,USD,True,BBG00NZJ4H98,1753706
77,ACTTU,NAS,Act II Global Acquisition Corp. Units Cons of 1 Shs + 1/2 Wt,2020-03-28,ut,IEX_4A4A313351422D52,US,USD,True,BBG00NTNQM37,1753706
78,ACTTW,NAS,Act II Global Acquisition Corp Warrant - on Act II Glb Acqn,2020-03-28,wt,IEX_4C51315037352D52,US,USD,True,BBG00P4MZ5G4,1753706
79,ACU,ASE,Acme United Corporation,2020-03-28,cs,IEX_52344D30524D2D52,US,USD,True,BBG000BB3LM8,2098
80,ACV,NYS,AllianzGI Diversified Income & Convertible Fund,2020-03-28,cef,IEX_524C573750342D52,US,USD,True,BBG008HMBD22,1368457
81,ACWF,PSE,iShares Edge MSCI Multifactor Global ETF,2020-03-28,et,IEX_533530394A4A2D52,US,USD,True,BBG008LNZHV8,
82,ACWI,NAS,iShares MSCI ACWI ETF,2020-03-28,et,IEX_5330574D4E422D52,US,USD,True,BBG000TH6VB3,
83,ACWV,BATS,iShares Edge MSCI Min Vol Global ETF,2020-03-28,et,IEX_53424D5052542D52,US,USD,True,BBG0025X38X0,
84,ACWX,NAS,iShares MSCI ACWI ex U.S. ETF,2020-03-28,et,IEX_505939524D4D2D52,US,USD,True,BBG000TH7DF8,
85,ACY,ASE,AeroCentury Corp.,2020-03-28,cs,IEX_424E4C5339482D52,US,USD,True,BBG000B9WP24,1036848
86,ADAP,NAS,Adaptimmune Therapeutics PLC Sponsored ADR,2020-03-28,ad,IEX_5232595752342D52,US,USD,True,BBG008G65WC2,1621227
87,ADBE,NAS,Adobe Inc.,2020-03-28,cs,IEX_444A4332544E2D52,US,USD,True,BBG000BB5006,796343
88,ADC,NYS,Agree Realty Corporation,2020-03-28,cs,IEX_4B433656424C2D52,US,USD,True,BBG000BC9DK0,917251
89,ADES,NAS,Advanced Emissions Solutions Inc.,2020-03-28,cs,IEX_4336484B38312D52,US,USD,True,BBG000JFNL85,1515156
90,ADI,NAS,Analog Devices Inc.,2020-03-28,cs,IEX_463137534A312D52,US,USD,True,BBG000BB6G37,6281
91,ADIL,NAS,Adial Pharmaceuticals Inc.,2020-03-28,cs,IEX_5652304B32422D52,US,USD,True,BBG00HNGDTR4,1513525
92,ADILW,NAS,Adial Pharmaceuticals Inc Warrant 2018-31.07.23 on Adial Phrmctcals,2020-03-28,wt,IEX_4B50595734532D52,US,USD,True,BBG00LLBDVV8,
93,ADM,NYS,Archer-Daniels-Midland Company,2020-03-28,cs,IEX_4D51313139582D52,US,USD,True,BBG000BB6WG8,7084
94,ADMA,NAS,ADMA Biologics Inc.,2020-03-28,cs,IEX_4333573739572D52,US,USD,True,BBG002NCK5M5,1368514
95,ADME,BATS,Aptus Drawdown Managed Equity ETF,2020-03-28,et,IEX_44533234434D2D52,US,USD,True,BBG00D20HG22,
96,ADMP,NAS,Adamis Pharmaceuticals Corporation,2020-03-28,cs,IEX_514C4D3833382D52,US,USD,True,BBG000BYB544,887247
97,ADMS,NAS,Adamas Pharmaceuticals Inc.,2020-03-28,cs,IEX_544A4B304D332D52,US,USD,True,BBG00203JGZ4,1328143
98,ADNT,NYS,Adient plc,2020-03-28,cs,IEX_5757374442572D52,US,USD,True,BBG009PN0C87,1670541
99,ADP,NAS,Automatic Data Processing Inc.,2020-03-28,cs,IEX_5459323032512D52,US,USD,True,BBG000JG0547,8670
100,ADPT,NAS,Adaptive Biotechnologies Corp.,2020-03-28,cs,IEX_574C5A5259332D52,US,USD,True,BBG001J2PFF5,1478320
101,ADRE,NAS,Invesco BLDRS Emerging Markets 50 ADR Index Fund,2020-03-28,et,IEX_5732375038392D52,US,USD,True,BBG000FQ6838,1169717
102,ADRO,NAS,Aduro BioTech Inc.,2020-03-28,cs,IEX_524C564735442D52,US,USD,True,BBG000DW9ZK5,1435049
103,ADS,NYS,Alliance Data Systems Corporation,2020-03-28,cs,IEX_4E444E3544542D52,US,USD,True,BBG000BFNR17,1101215
104,ADSK,NAS,Autodesk Inc.,2020-03-28,cs,IEX_4A584D4C59382D52,US,USD,True,BBG000BM7HL0,769397
105,ADSW,NYS,Advanced Disposal Services Inc.,2020-03-28,cs,IEX_5133524651392D52,US,USD,True,BBG003FJ1CY0,1585790
106,ADT,NYS,ADT Inc.,2020-03-28,cs,IEX_4C364E514B4B2D52,US,USD,True,BBG000BP9WJ1,1703056
107,ADTN,NAS,ADTRAN Inc.,2020-03-28,cs,IEX_5034425A52422D52,US,USD,True,BBG000C4K3D4,926282
108,ADUS,NAS,Addus HomeCare Corporation,2020-03-28,cs,IEX_51304E324B482D52,US,USD,True,BBG000NJGX84,1468328
109,ADVM,NAS,Adverum Biotechnologies Inc,2020-03-28,cs,IEX_4B31365450382D52,US,USD,True,BBG006D9MR17,1501756
110,ADX,NYS,Adams Diversified Equity Fund Inc Shs,2020-03-28,cef,IEX_5439524E59362D52,US,USD,True,BBG000BB8MR6,2230
111,ADXN,NAS,Addex Therapeutics Ltd Sponsored ADR,2020-03-28,ad,IEX_4357324D4C372D52,US,USD,True,BBG00R48ST95,
112,ADXS,NAS,Advaxis Inc.,2020-03-28,cs,IEX_42475A5A56442D52,US,USD,True,BBG000KVF074,1100397
113,AE,ASE,Adams Resources & Energy Inc.,2020-03-28,cs,IEX_4630334B395A2D52,US,USD,True,BBG000BB92C5,2178
114,AEB,NYS,Aegon N.V. Floating Rate Perpetual Capital Security 2005 Without fixed maturity,2020-03-28,ps,IEX_4D3948334A582D52,US,USD,True,,769218
115,AEE,NYS,Ameren Corporation,2020-03-28,cs,IEX_47525344534B2D52,US,USD,True,BBG000B9X8C0,1002910
116,AEF,ASE,Aberdeen Emerging Markets Equity Income Fund Inc.,2020-03-28,cef,IEX_445235384C562D52,US,USD,True,BBG000BGWCV5,769218
117,AEFC,NYS,AEGON Funding Company LLC 5.1 % Notes 2019-15.12.49 Gtd Global,2020-03-28,ps,IEX_5337545A484B2D52,US,USD,True,,
118,AEG,NYS,AEGON N.V. ADR,2020-03-28,ad,IEX_4B5733564D382D52,US,USD,True,BBG000CKQSN6,769218
119,AEGN,NAS,Aegion Corporation,2020-03-28,cs,IEX_464A35544D4C2D52,US,USD,True,BBG000KPWTD8,353020
120,AEHR,NAS,Aehr Test Systems,2020-03-28,cs,IEX_54305054384D2D52,US,USD,True,BBG000BWM083,1040470
121,AEIS,NAS,Advanced Energy Industries Inc.,2020-03-28,cs,IEX_4252564C4C332D52,US,USD,True,BBG000FKMP26,927003
122,AEL,NYS,American Equity Investment Life Holding Company,2020-03-28,cs,IEX_5653355A58572D52,US,USD,True,BBG000BB6H99,1039828
123,AEL-A,NYS,American Equity Investment Life Holding Co Depositary Shs Repr 1/1000th Non-Cum Red Perp Pfd Registered Shs Ser A,2020-03-28,ps,IEX_4D35315153372D52,US,USD,True,,
124,AEM,NYS,Agnico Eagle Mines Limited,2020-03-28,cs,IEX_4B4448424E4E2D52,US,USD,True,BBG000DLVDK3,2809
125,AEMD,NAS,Aethlon Medical Inc.,2020-03-28,cs,IEX_5451384D57392D52,US,USD,True,BBG000L78XT8,882291
126,AEO,NYS,American Eagle Outfitters Inc.,2020-03-28,cs,IEX_44314C4A34372D52,US,USD,True,BBG000BGXZB5,919012
127,AEP,NYS,American Electric Power Company Inc.,2020-03-28,cs,IEX_4435303247392D52,US,USD,True,BBG000BB9KF2,4904
128,AEP-B,NYS,American Electric Power Company Inc. Equity Units Cons of USD 50 Nom Nts 15.03.24 + 1 PC 15.03.22,2020-03-28,ut,IEX_5248514838462D52,US,USD,True,,
129,AER,NYS,AerCap Holdings NV,2020-03-28,cs,IEX_4E38355244582D52,US,USD,True,BBG000Q9FZL4,1378789
130,AERI,NAS,Aerie Pharmaceuticals Inc.,2020-03-28,cs,IEX_48314B32314E2D52,US,USD,True,BBG001KJ7WJ5,1337553
131,AES,NYS,AES Corporation,2020-03-28,cs,IEX_4C59363533482D52,US,USD,True,BBG000C23KJ3,874761
132,AESE,NAS,Allied Esports Entertainment Inc.,2020-03-28,cs,IEX_47464D47534E2D52,US,USD,True,BBG00J2442Y1,1708341
133,AESR,BATS,Anfield U.S. Equity Sector Rotation ETF,2020-03-28,et,IEX_4A59544443312D52,US,USD,True,BBG00R4084K6,
134,AEY,NAS,ADDvantage Technologies Group Inc.,2020-03-28,cs,IEX_56584C4C47322D52,US,USD,True,BBG000CFWHD5,874292
135,AEYE,NAS,AudioEye Inc.,2020-03-28,cs,IEX_5635425050502D52,US,USD,True,BBG002ZQLQB6,
136,AEZS,NAS,Aeterna Zentaris Inc.,2020-03-28,cs,IEX_5657464C54392D52,US,USD,True,BBG000LZRK22,1113423
137,AFB,NYS,AllianceBernstein National Municipal Income FundInc National Municipal Income Fund,2020-03-28,cef,IEX_5654395134472D52,US,USD,True,BBG000DTM676,
138,AFC,NYS,Ares Capital Corporation 6.875 % Notes 2007-15.4.47 Global,2020-03-28,ps,IEX_4B383256424B2D52,US,USD,True,,3906
139,AFG,NYS,American Financial Group Inc.,2020-03-28,cs,IEX_5143534430462D52,US,USD,True,BBG000DPKKK0,1042046
140,AFGB,NYS,American Financial Group Inc. 5.875 % Debentures 2019-30.03.59 Global,2020-03-28,ps,IEX_524D385148572D52,US,USD,True,,
141,AFGC,NYS,American Financial Group Inc. 5.125 % Debentures 2019-15.12.59 Global,2020-03-28,ps,IEX_524C484658542D52,US,USD,True,,
142,AFGH,NYS,American Financial Group Inc (New) 6 % Debentures 2015-15.11.55,2020-03-28,ps,IEX_43314D4D30302D52,US,USD,True,,
143,AFH,NAS,Atlas Financial Holdings Inc.,2020-03-28,cs,IEX_51485844354C2D52,US,USD,True,BBG003948N06,1539894
144,AFI,NYS,Armstrong Flooring Inc.,2020-03-28,cs,IEX_575043314A512D52,US,USD,True,BBG0085ZZXW3,1655075
145,AFIF,BATS,Anfield Universal Fixed Income ETF,2020-03-28,et,IEX_474A43574B502D52,US,USD,True,BBG00LZQ9356,
146,AFIN,NAS,American Finance Trust Inc.,2020-03-28,cs,IEX_47344231505A2D52,US,USD,True,BBG004Z1PW11,1568162
147,AFINP,NAS,American Finance Trust Inc. 7.5 % Cum Conv Perp Red Pfd Registered Shs Series A,2020-03-28,ps,IEX_425A4A4851542D52,US,USD,True,,
148,AFK,PSE,VanEck Vectors Africa Index ETF,2020-03-28,et,IEX_4359364758532D52,US,USD,True,BBG000H0B9J8,
149,AFL,NYS,Aflac Incorporated,2020-03-28,cs,IEX_584C593633562D52,US,USD,True,BBG000BBBNC6,4977
150,AFLG,PSE,First Trust Active Factor Large Cap ETF,2020-03-28,et,IEX_48374D3252362D52,US,USD,True,BBG00QZ0DQB9,
151,AFMC,PSE,First Trust Active Factor Mid Cap ETF,2020-03-28,et,IEX_5850394E48312D52,US,USD,True,BBG00QZ0GVP0,
152,AFMD,NAS,Affimed N.V.,2020-03-28,cs,IEX_515A313859342D52,US,USD,True,BBG006R5SSH5,1608390
153,AFSM,PSE,First Trust Active Factor Small Cap ETF,2020-03-28,et,IEX_5244543552442D52,US,USD,True,BBG00QZ0H932,
154,AFT,NYS,Apollo Senior Floating Rate Fund Inc,2020-03-28,cef,IEX_4D524335584E2D52,US,USD,True,BBG00174L007,
155,AFTY,PSE,Pacer CSOP FTSE China A50 ETF,2020-03-28,et,IEX_58514C5242312D52,US,USD,True,BBG0087HJHZ1,
156,AFYA,NAS,Afya Limited Class A,2020-03-28,cs,IEX_4230565A325A2D52,US,USD,True,BBG00PK9C4C7,1771007
157,AG,NYS,First Majestic Silver Corp.,2020-03-28,cs,IEX_4C35373633372D52,US,USD,True,BBG000CH7WB8,1308648
158,AGBA,NAS,AGBA Acquisition Ltd.,2020-03-28,cs,IEX_485854384B432D52,US,USD,True,BBG00P4XQ9W4,1769624
159,AGBAR,NAS,AGBA Acquisition Ltd Rights For Shares,2020-03-28,rt,IEX_4A485A464D572D52,US,USD,True,BBG00PPX10R3,1769624
160,AGBAU,NAS,AGBA Acquisition Ltd. Units Cons of 1 Shs + 1/2 Wt + 1/10 Rg,2020-03-28,ut,IEX_4D4E514442392D52,US,USD,True,BBG00NW19H59,1769624
161,AGBAW,NAS,AGBA Acquisition Ltd Warrant - on AGBA,2020-03-28,wt,IEX_4444543932382D52,US,USD,True,BBG00PPX1PX1,
162,AGCO,NYS,AGCO Corporation,2020-03-28,cs,IEX_53484D48575A2D52,US,USD,True,BBG000DCCZW2,880266
163,AGD,NYS,Aberdeen Global Dynamic Dividend Fund of Benef Interest,2020-03-28,cef,IEX_5334443852352D52,US,USD,True,BBG000PMSMG7,
164,AGE,ASE,AgeX Therapeutics Inc.,2020-03-28,cs,IEX_545A52434D4A2D52,US,USD,True,BBG00HCXQ7B0,1708599
165,AGEN,NAS,Agenus Inc.,2020-03-28,cs,IEX_464D4644465A2D52,US,USD,True,BBG000C8SWQ9,1098972
166,AGFS,NAS,AgroFresh Solutions Inc.,2020-03-28,cs,IEX_5332343242532D52,US,USD,True,BBG00699CVL2,1592016
167,AGFSW,NAS,AgroFresh Solutions Inc Warrants 2014-19.2.19 on Shs,2020-03-28,wt,IEX_534E393746392D52,US,USD,True,BBG00699CWN8,
168,AGG,PSE,iShares Core U.S. Aggregate Bond ETF,2020-03-28,et,IEX_42444E4B51462D52,US,USD,True,BBG000Q123R0,
169,AGGP,PSE,IQ Enhanced Core Plus Bond U.S. ETF,2020-03-28,et,IEX_575350384A512D52,US,USD,True,BBG00CVW3NH6,
170,AGGY,PSE,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,2020-03-28,et,IEX_524437425A582D52,US,USD,True,BBG009KCY2B7,
171,AGI,NYS,Alamos Gold Inc.,2020-03-28,cs,IEX_5339595251312D52,US,USD,True,BBG009HT6BL4,1178819
172,AGIO,NAS,Agios Pharmaceuticals Inc.,2020-03-28,cs,IEX_4C37425744582D52,US,USD,True,BBG000QY4ZD0,1439222
173,AGLE,NAS,Aeglea BioTherapeutics Inc,2020-03-28,cs,IEX_52515332334A2D52,US,USD,True,BBG0067L94B2,1636282
174,AGM,NYS,Federal Agricultural Mortgage Corporation Class C,2020-03-28,cs,IEX_5843303251572D52,US,USD,True,BBG000G8ZKY4,845877
175,AGM.A,NYS,Federal Agricultural Mortgage Corporation Class A,2020-03-28,cs,IEX_5148424658512D52,US,USD,True,BBG000G8Y1Z6,845877
176,AGM-A,NYS,Federal Agricultural Mortgage Corporation 5.875 % Non Cum Pfd Registered Series A,2020-03-28,ps,IEX_424D513350502D52,US,USD,True,,
177,AGM-C,NYS,Federal Agricultural Mortgage Corp Pfd Shs Series C,2020-03-28,ps,IEX_505A395237362D52,US,USD,True,,
178,AGM-D,NYS,Federal Agricultural Mortgage Corporation Pfd Registered Shs Series D,2020-03-28,ps,IEX_433051565A572D52,US,USD,True,,
179,AGMH,NAS,AGM Group Holdings Inc. Class A,2020-03-28,cs,IEX_4332463046542D52,US,USD,True,BBG00GQ72GJ2,1705402
180,AGN,NYS,Allergan plc,2020-03-28,cs,IEX_5237314D5A4C2D52,US,USD,True,BBG000FH8PX5,1578845
181,AGNC,NAS,AGNC Investment Corp.,2020-03-28,cs,IEX_5653354E44502D52,US,USD,True,BBG000TJ8XZ7,1423689
182,AGNCM,NAS,AGNC Investment Corp. Cum Conv Red Pfd Registered Shs Series D,2020-03-28,ps,IEX_4644395336472D52,US,USD,True,,
183,AGNCN,NAS,AGNC Investment Corp. Deposit Shs Repr 1/1000th Cum Conv Red Pfd Registered Shs Series C,2020-03-28,ps,IEX_47334358334D2D52,US,USD,True,,
184,AGNCO,NAS,AGNC Investment Corp Depositary Shs Repr 1/1000th Cum Conv Red Pfd Registered Shs Series E,2020-03-28,ps,IEX_48585933474B2D52,US,USD,True,,
185,AGNCP,NAS,AGNC Investment Corp Depositary Shs Repr 1/1000th Cum Conv Red Perp Pfd Registered Shs Ser F,2020-03-28,ps,IEX_4C374E364B302D52,US,USD,True,,1423689
186,AGND,NAS,WisdomTree Negative Duration US Aggregate Bond Fund,2020-03-28,et,IEX_5454474E58442D52,US,USD,True,BBG005Q26730,
187,AGO,NYS,Assured Guaranty Ltd.,2020-03-28,cs,IEX_56475A4D50322D52,US,USD,True,BBG000CQB185,1273813
188,AGO-B,NYS,Assured Guaranty Municipal Holdings Inc 6 7/8 % Quarterly Interest Bond Secs 2001-15.12.2101 Sr,2020-03-28,ps,IEX_4B535A4B35312D52,US,USD,True,,
189,AGO-E,NYS,Assured Guaranty Municipal Holdings Inc 6 1/4 % Notes 2002-1.11.2102 Sr,2020-03-28,ps,IEX_4C443451374B2D52,US,USD,True,,
190,AGO-F,NYS,Assured Guaranty Municipal Holdings Inc 5.6 % Notes 2003-15.7.2103 Sr,2020-03-28,ps,IEX_4856504D51332D52,US,USD,True,,
191,AGQ,PSE,ProShares Ultra Silver,2020-03-28,et,IEX_4C51385239442D52,US,USD,True,BBG000F7KQG0,
