,symbol,exchange,name,date,type,iexId,region,currency,isEnabled,figi,cik
5250,MSA,NYS,MSA Safety Inc.,2020-03-28,cs,IEX_5452443859542D52,US,USD,True,BBG000BPDXF8,66570
5251,MSB,NYS,Mesabi Trust,2020-03-28,cs,IEX_4442543253372D52,US,USD,True,BBG000BPFCM4,65172
5252,MSBF,NAS,MSB Financial Corp,2020-03-28,cs,IEX_4737545A544B2D52,US,USD,True,BBG009DWJ4X0,1374783
5253,MSBI,NAS,Midland States Bancorp Inc.,2020-03-28,cs,IEX_4E43515A53482D52,US,USD,True,BBG000G2ZK31,1466026
5254,MSC,NYS,Studio City International Holdings Ltd. Sponsored ADR Class A,2020-03-28,ad,IEX_52534B3639392D52,US,USD,True,BBG00HFS4RK8,1713334
5255,MSCI,NYS,MSCI Inc. Class A,2020-03-28,cs,IEX_4D4B4A3857572D52,US,USD,True,BBG000RTDY25,1408198
5256,MSD,NYS,Morgan Stanley Emerging Markets Debt Fund Inc (ex: Morgan Stanley Dean Witter Emerging MarketsDebt Fund Inc),2020-03-28,cef,IEX_424B36304C372D52,US,USD,True,BBG000BDY019,
5257,MSEX,NAS,Middlesex Water Company,2020-03-28,cs,IEX_52434732354D2D52,US,USD,True,BBG000BPGQ60,66004
5258,MSFT,NAS,Microsoft Corporation,2020-03-28,cs,IEX_5038523343322D52,US,USD,True,BBG000BPH459,789019
5259,MSG,NYS,Madison Square Garden Co. Class A,2020-03-28,cs,IEX_4D4E37475A442D52,US,USD,True,BBG007FG0C23,1636519
5260,MSGN,NYS,MSG Networks Inc. Class A,2020-03-28,cs,IEX_54544C4B39302D52,US,USD,True,BBG000NS03H7,1469372
5261,MSI,NYS,Motorola Solutions Inc.,2020-03-28,cs,IEX_4D4D525A51352D52,US,USD,True,BBG000BP8Z50,68505
5262,MSM,NYS,MSC Industrial Direct Co. Inc. Class A,2020-03-28,cs,IEX_4846363039372D52,US,USD,True,BBG000BCLYL9,1003078
5263,MSN,ASE,Emerson Radio Corp.,2020-03-28,cs,IEX_474E363856382D52,US,USD,True,BBG000C33CS9,32621
5264,MSON,NAS,Misonix Inc,2020-03-28,cs,IEX_4C47394239322D52,US,USD,True,BBG00P4XZ5G0,880432
5265,MSTR,NAS,MicroStrategy Incorporated Class A,2020-03-28,cs,IEX_4C385344384E2D52,US,USD,True,BBG000GQJPZ0,1050446
5266,MSUS,BATS,LHA Market State U.S. Tactical ETF,2020-03-28,et,IEX_50464C39424B2D52,US,USD,True,BBG00KHHHNZ2,
5267,MSVB,NAS,Mid-Southern Bancorp Inc.,2020-03-28,cs,IEX_46334A3046592D52,US,USD,True,BBG00L17G133,1734875
5268,MT,NYS,ArcelorMittal SA ADR,2020-03-28,ad,IEX_56475A4742582D52,US,USD,True,BBG000BJH5W0,1243429
5269,MTA,ASE,Metalla Royalty & Streaming Ltd.,2020-03-28,cs,IEX_5650584A4A522D52,US,USD,True,BBG000HM5YW7,1047564
5270,MTB,NYS,M&T Bank Corporation,2020-03-28,cs,IEX_58384C4234512D52,US,USD,True,BBG000D9KWL9,36270
5271,MTBC,NAS,MTBC Inc.,2020-03-28,cs,IEX_4436423444472D52,US,USD,True,BBG000QYF0M5,1582982
5272,MTBCP,NAS,MTBC Inc. 11 % Cum Red Perp Pfd Registered Shs A,2020-03-28,ps,IEX_545158334E362D52,US,USD,True,,
5273,MTC,NAS,MMTec Inc.,2020-03-28,cs,IEX_58303831355A2D52,US,USD,True,BBG00MC56VW6,1742518
5274,MTCH,NAS,Match Group Inc.,2020-03-28,cs,IEX_5246383657592D52,US,USD,True,BBG00B6WH9G3,1575189
5275,MTD,NYS,Mettler-Toledo International Inc.,2020-03-28,cs,IEX_5048505351482D52,US,USD,True,BBG000BZCKH3,1037646
5276,MTDR,NYS,Matador Resources Company,2020-03-28,cs,IEX_51444E4347522D52,US,USD,True,BBG000JCPGZ1,1520006
5277,MTEM,NAS,Molecular Templates Inc.,2020-03-28,cs,IEX_54304D564A532D52,US,USD,True,BBG000NRVRG3,1183765
5278,MTEX,NAS,Mannatech Incorporated,2020-03-28,cs,IEX_5642444B51522D52,US,USD,True,BBG000C24TS3,1056358
5279,MTG,NYS,MGIC Investment Corporation,2020-03-28,cs,IEX_4657484B4B522D52,US,USD,True,BBG000CBMH27,876437
5280,MTGP,PSE,WisdomTree Mortgage Plus Bond Fund,2020-03-28,et,IEX_5651593635512D52,US,USD,True,BBG00QTQ1895,
5281,MTH,NYS,Meritage Homes Corporation,2020-03-28,cs,IEX_4C5248504A572D52,US,USD,True,BBG000F4F1N0,833079
5282,MTL,NYS,Mechel PAO Sponsored ADR,2020-03-28,ad,IEX_4454503534592D52,US,USD,True,BBG000Q9WGP3,1302362
5283,MTL-,NYS,Mechel PAO Sponsored ADR Pfd,2020-03-28,ad,IEX_4E33484A4B522D52,US,USD,True,BBG000V0TN75,
5284,MTLS,NAS,Materialise NV Sponsored ADR,2020-03-28,ad,IEX_4352485139442D52,US,USD,True,BBG0068T24L0,1091223
5285,MTN,NYS,Vail Resorts Inc.,2020-03-28,cs,IEX_4A59515843472D52,US,USD,True,BBG000BCMWM1,812011
5286,MTNB,ASE,Matinas BioPharma Holdings Inc.,2020-03-28,cs,IEX_584C594839522D52,US,USD,True,BBG005WX2XG8,
5287,MTOR,NYS,Meritor Inc.,2020-03-28,cs,IEX_4A38364233592D52,US,USD,True,BBG000BH92D1,1113256
5288,MTP,NAS,Midatech Pharma Plc Sponsored ADR,2020-03-28,ad,IEX_4B364A5334592D52,US,USD,True,BBG00BLVW2R4,1643918
5289,MTR,NYS,Mesa Royalty Trust,2020-03-28,cs,IEX_463836574E562D52,US,USD,True,BBG000BPKG12,313364
5290,MTRN,NYS,Materion Corporation,2020-03-28,cs,IEX_42504B5956542D52,US,USD,True,BBG000BDTT76,1104657
5291,MTRX,NAS,Matrix Service Company,2020-03-28,cs,IEX_4A4E4E4B53462D52,US,USD,True,BBG000C4TPX4,866273
5292,MTSC,NAS,MTS Systems Corporation,2020-03-28,cs,IEX_4451364650562D52,US,USD,True,BBG000BPL8G3,68709
5293,MTSI,NAS,MACOM Technology Solutions Holdings Inc.,2020-03-28,cs,IEX_4A563639394C2D52,US,USD,True,BBG000LJQ3H1,1493594
5294,MTSL,NAS,Mer Telemanagement Solutions Ltd.,2020-03-28,cs,IEX_50374D3654422D52,US,USD,True,BBG000LPRK06,1025561
5295,MTT,NYS,Western Asset Municipal Defined Opportunity Trust Inc,2020-03-28,cef,IEX_434648374E4A2D52,US,USD,True,BBG000F08L07,1454021
5296,MTUM,BATS,iShares Edge MSCI USA Momentum Factor ETF,2020-03-28,et,IEX_424A4E5932392D52,US,USD,True,BBG004FPTZB8,
5297,MTW,NYS,Manitowoc Company Inc.,2020-03-28,cs,IEX_544A4C32334C2D52,US,USD,True,BBG000D2M6H4,61986
5298,MTX,NYS,Minerals Technologies Inc.,2020-03-28,cs,IEX_474D37534C4C2D52,US,USD,True,BBG000BB61F7,891014
5299,MTZ,NYS,MasTec Inc.,2020-03-28,cs,IEX_4A3730574D522D52,US,USD,True,BBG000DYXD23,15615
5300,MU,NAS,Micron Technology Inc.,2020-03-28,cs,IEX_434852314E582D52,US,USD,True,BBG000C5Z1S3,723125
5301,MUA,NYS,BlackRock MuniAssets Fund Inc,2020-03-28,cef,IEX_504C585037372D52,US,USD,True,BBG000BHYBF1,
5302,MUB,PSE,iShares National Muni Bond ETF,2020-03-28,et,IEX_5252585459512D52,US,USD,True,BBG000TC0WT9,
5303,MUC,NYS,BlackRock MuniHoldings California Quality Fund Inc,2020-03-28,cef,IEX_4442564642482D52,US,USD,True,BBG000BZFYY1,
5304,MUDS,NAS,Mudrick Capital Acquisition Corporation Class A,2020-03-28,cs,IEX_484D315247422D52,US,USD,True,BBG00JSBZPQ1,1718405
5305,MUDSU,NAS,Mudrick Capital Acquisition Corporation Units,2020-03-28,ut,IEX_535A5043564E2D52,US,USD,True,BBG00JRRXL97,1718405
5306,MUDSW,NAS,Mudrick Capital Acquisition Corporation Warrant 2018-31.12.24 On Mudrck Cpt Acq-A,2020-03-28,wt,IEX_4348574C57512D52,US,USD,True,BBG00K96M5G9,
5307,MUE,NYS,BlackRock MuniHoldings Quality Fund II Inc,2020-03-28,cef,IEX_435A473244572D52,US,USD,True,BBG000BK9173,
5308,MUFG,NYS,Mitsubishi UFJ Financial Group Inc. Sponsored ADR,2020-03-28,ad,IEX_4B354B3744532D52,US,USD,True,BBG000D4F4F5,67088
5309,MUH,NYS,BlackRock MuniHoldings Fund II Inc,2020-03-28,cef,IEX_56465A4B44582D52,US,USD,True,BBG000BPHK99,
5310,MUI,NYS,BlackRock Muni Intermediate Duration Fund Inc,2020-03-28,cef,IEX_54544A4632572D52,US,USD,True,BBG000PRJYW2,
5311,MUJ,NYS,BlackRock MuniHoldings New Jersey Quality Fund Inc,2020-03-28,cef,IEX_4242444B35512D52,US,USD,True,BBG000BB2GF8,
5312,MUNI,PSE,PIMCO Intermediate Municipal Bond Active ETF,2020-03-28,et,IEX_50374E4B48512D52,US,USD,True,BBG000BF54W4,
5313,MUR,NYS,Murphy Oil Corporation,2020-03-28,cs,IEX_5851434E34522D52,US,USD,True,BBG000BPMH90,717423
5314,MUS,NYS,BlackRock MuniHoldings Quality Fund Inc,2020-03-28,cef,IEX_565A57335A382D52,US,USD,True,BBG000BDP581,
5315,MUSA,NYS,Murphy USA Inc.,2020-03-28,cs,IEX_514C434D4C342D52,US,USD,True,BBG001Z0Q6T5,1573516
5316,MUST,PSE,Columbia Multi-Sector Municipal Income ETF,2020-03-28,et,IEX_544752594D472D52,US,USD,True,BBG00M6JW935,
5317,MUTE,PSE,Direxion Daily Communication Services Index Bear 3X Shares,2020-03-28,et,IEX_584D4B5844302D52,US,USD,True,BBG00N24PN55,
5318,MUX,NYS,McEwen Mining Inc.,2020-03-28,cs,IEX_4442543356382D52,US,USD,True,BBG000BW6CN8,314203
5319,MVBF,NAS,MVB Financial Corp.,2020-03-28,cs,IEX_4330595A30302D52,US,USD,True,BBG000BPFFJ1,
5320,MVC,NYS,MVC Capital Inc.,2020-03-28,cs,IEX_4353544744302D52,US,USD,True,BBG000BR5458,1099941
5321,MVCD,NYS,MVC Capital Inc. 6.25 % Notes 2017-30.11.22,2020-03-28,ps,IEX_5843325248312D52,US,USD,True,,
5322,MVF,NYS,BlackRock MuniVest Fund Inc,2020-03-28,cef,IEX_4E42363238442D52,US,USD,True,BBG000BB8QS6,
5323,MVIN,PSE,Natixis Seeyond International Minimum Volatility ETF,2020-03-28,et,IEX_5730304B5A5A2D52,US,USD,True,BBG00F0W7659,
5324,MVIS,NAS,MicroVision Inc.,2020-03-28,cs,IEX_5254373656482D52,US,USD,True,BBG000BVKXQ5,65770
5325,MVO,NYS,MV Oil Trust Units,2020-03-28,cef,IEX_4E4347304A592D52,US,USD,True,BBG000C0DP78,1371782
5326,MVT,NYS,BlackRock MuniVest Fund II Inc,2020-03-28,cef,IEX_4736514830352D52,US,USD,True,BBG000BH0D73,
5327,MVV,PSE,ProShares Ultra MidCap400,2020-03-28,et,IEX_5743394D31592D52,US,USD,True,BBG000PNKL84,
5328,MWA,NYS,Mueller Water Products Inc. Class A,2020-03-28,cs,IEX_4D574E4E42532D52,US,USD,True,BBG000JBC9M7,1350593
5329,MWK,NAS,Mohawk Group Holdings Inc.,2020-03-28,cs,IEX_544E525330562D52,US,USD,True,BBG00P4JBS95,1757715
5330,MX,NYS,MagnaChip Semiconductor Corporation,2020-03-28,cs,IEX_4A44544C484A2D52,US,USD,True,BBG000T5QV18,1325702
5331,MXC,ASE,Mexco Energy Corporation,2020-03-28,cs,IEX_584B505459562D52,US,USD,True,BBG000BQJDY3,66418
5332,MXDE,PSE,Nationwide Maximum Diversification Emerging Mkts Core Eq,2020-03-28,et,IEX_4C36544850312D52,US,USD,True,BBG00KFX16K9,
5333,MXDU,PSE,Nationwide Maximum Diversification US Core Equity ETF,2020-03-28,et,IEX_54304D4B4E352D52,US,USD,True,BBG00HQ6SDD7,
5334,MXE,NYS,Mexico Equity & Income Fund Inc,2020-03-28,cef,IEX_47364D395A362D52,US,USD,True,BBG000BGX674,863900
5335,MXF,NYS,Mexico Fund Inc,2020-03-28,cef,IEX_425A50584A432D52,US,USD,True,BBG000BPN8R9,
5336,MXI,PSE,iShares Global Materials ETF,2020-03-28,et,IEX_5435424433432D52,US,USD,True,BBG000G81ZY8,
5337,MXIM,NAS,Maxim Integrated Products Inc.,2020-03-28,cs,IEX_463732504A542D52,US,USD,True,BBG000BPNP00,743316
5338,MXL,NYS,MaxLinear inc,2020-03-28,cs,IEX_445033534E442D52,US,USD,True,BBG000BB6R33,1288469
5339,MYC,NYS,BlackRock MuniYield California Fund Inc,2020-03-28,cef,IEX_4C38524443512D52,US,USD,True,BBG000CDYB41,
5340,MYD,NYS,BlackRock MuniYield Fund Inc,2020-03-28,cef,IEX_4E52544654532D52,US,USD,True,BBG000BDG091,
5341,MYE,NYS,Myers Industries Inc.,2020-03-28,cs,IEX_4246534C4A392D52,US,USD,True,BBG000BPQ0F6,69488
5342,MYF,NYS,BlackRock MuniYield Investment Fund,2020-03-28,cef,IEX_42594E5643382D52,US,USD,True,BBG000CDZTB3,
5343,MYFW,NAS,First Western Financial Inc.,2020-03-28,cs,IEX_5652384B42562D52,US,USD,True,BBG000BK7L26,1327607
5344,MYGN,NAS,Myriad Genetics Inc.,2020-03-28,cs,IEX_5458583251332D52,US,USD,True,BBG000D9H9F1,899923
5345,MYI,NYS,BlackRock MuniYield Quality Fund III Inc,2020-03-28,cef,IEX_4A33533852422D52,US,USD,True,BBG000CR6303,
5346,MYJ,NYS,BlackRock MuniYield New Jersey Fund Inc,2020-03-28,cef,IEX_5652314E4A512D52,US,USD,True,BBG000BDBL27,
5347,MYL,NAS,Mylan N.V.,2020-03-28,cs,IEX_4C5A425057562D52,US,USD,True,BBG000BPQD31,1623613
5348,MYN,NYS,BlackRock MuniYield New York Quality Fund Inc,2020-03-28,cef,IEX_5248303057542D52,US,USD,True,BBG000BFQ317,
5349,MYO,ASE,Myomo Inc.,2020-03-28,cs,IEX_505835394A572D52,US,USD,True,BBG002B0JJV6,1369290
5350,MYOK,NAS,MyoKardia Inc.,2020-03-28,cs,IEX_5337425731522D52,US,USD,True,BBG003DKQRK4,1552451
5351,MYOS,NAS,MYOS RENS Technology Inc.,2020-03-28,cs,IEX_4448374A30422D52,US,USD,True,BBG000J1MZJ4,1402479
5352,MYOV,NYS,Myovant Sciences Ltd.,2020-03-28,cs,IEX_4846324731462D52,US,USD,True,BBG00DY7YQK1,1679082
5353,MYRG,NAS,MYR Group Inc.,2020-03-28,cs,IEX_43364D5953392D52,US,USD,True,BBG000BC7VW9,700923
5354,MYSZ,NAS,My Size Inc,2020-03-28,cs,IEX_4847303559482D52,US,USD,True,BBG00DG7N9N8,1211805
5355,MYT,NAS,Urban Tea Inc.,2020-03-28,cs,IEX_484C434653392D52,US,USD,True,BBG009BDTPH4,1543268
5356,MYY,PSE,ProShares Short S&P Mid Cap400,2020-03-28,et,IEX_5759475334472D52,US,USD,True,BBG000PNHQ23,
5357,MZA,NYS,BlackRock MuniYield Arizona Fund Inc,2020-03-28,cef,IEX_5831525453372D52,US,USD,True,BBG000BCZKY0,
5358,MZZ,PSE,ProShares UltraShort MidCap400,2020-03-28,et,IEX_4B354E5131312D52,US,USD,True,BBG000PTHM74,
5359,NAC,NYS,Nuveen California Quality Municipal Income Fund,2020-03-28,cef,IEX_4852463058522D52,US,USD,True,BBG000BWMJ46,
5360,NACP,PSE,Impact Shares NAACP Minority Empowerment ETF,2020-03-28,et,IEX_4A48434A4C342D52,US,USD,True,BBG00LG05H39,
5361,NAD,NYS,Nuveen Quality Municipal Income Fund of Benef.Interest,2020-03-28,cef,IEX_5433593754572D52,US,USD,True,BBG000BWLKT7,
5362,NAII,NAS,Natural Alternatives International Inc.,2020-03-28,cs,IEX_4D533454534E2D52,US,USD,True,BBG000D3ZK05,787253
5363,NAIL,PSE,Direxion Daily Homebuilders & Supplies Bull 3X Shares,2020-03-28,et,IEX_583137344C362D52,US,USD,True,BBG009T0QJX2,
5364,NAK,ASE,Northern Dynasty Minerals Ltd.,2020-03-28,cs,IEX_5353515235562D52,US,USD,True,BBG000BWM9L9,1164771
5365,NAKD,NAS,Naked Brand Group Limited,2020-03-28,cs,IEX_53514B52445A2D52,US,USD,True,BBG00HC854K5,1707919
5366,NAN,NYS,Nuveen New York Quality Municipal Income Fund of Benef Interest,2020-03-28,cef,IEX_465054594D592D52,US,USD,True,BBG000BWM1B7,
5367,NANR,PSE,SPDR S&P North American Natural Resources ETF,2020-03-28,et,IEX_563830485A522D52,US,USD,True,BBG00BNK9JC1,
5368,NAOV,NAS,NanoVibronix Inc.,2020-03-28,cs,IEX_4D4C324B36472D52,US,USD,True,BBG008LFXN26,
5369,NAT,NYS,Nordic American Tankers Limited,2020-03-28,cs,IEX_4750425957522D52,US,USD,True,BBG000JK57G6,1000177
5370,NATH,NAS,Nathan's Famous Inc.,2020-03-28,cs,IEX_4738573843562D52,US,USD,True,BBG000B9ZJN2,69733
5371,NATI,NAS,National Instruments Corporation,2020-03-28,cs,IEX_4E47523543542D52,US,USD,True,BBG000DZK6N6,935494
5372,NATR,NAS,Nature's Sunshine Products Inc.,2020-03-28,cs,IEX_44523530324C2D52,US,USD,True,BBG000C05DV7,275053
5373,NAV,NYS,Navistar International Corporation,2020-03-28,cs,IEX_43315A3242362D52,US,USD,True,BBG000BPS2V2,808450
5374,NAV-D,NYS,Navistar International Corp Conv.Jr Pref.Shs Series D,2020-03-28,ps,IEX_48353258444C2D52,US,USD,True,,
5375,NAVB,ASE,Navidea Biopharmaceuticals Inc.,2020-03-28,cs,IEX_4D325258474A2D52,US,USD,True,BBG000BCHXK7,810509
5376,NAVI,NAS,Navient Corp,2020-03-28,cs,IEX_4A324C56534E2D52,US,USD,True,BBG004MN1R41,1593538
5377,NAZ,NYS,Nuveen Arizona Quality Municipal Income Fund,2020-03-28,cef,IEX_4B4D36464A592D52,US,USD,True,BBG000BGNXH5,
5378,NBACU,NAS,Newborn Acquisition Corp. Units Cons of 1 Shs + 1 Wt + Rts,2020-03-28,ut,IEX_515854474B442D52,US,USD,True,BBG00R9J69W8,
5379,NBB,NYS,Nuveen Taxable Municipal Income Fund,2020-03-28,cef,IEX_5850355157372D52,US,USD,True,BBG000QCLLQ6,
5380,NBEV,NAS,New Age Beverages Corp,2020-03-28,cs,IEX_444C504B50392D52,US,USD,True,BBG005YW6FV6,1579823
5381,NBH,ASE,Neuberger Berman Municipal Fund Inc,2020-03-28,cef,IEX_4335485A5A432D52,US,USD,True,BBG000HYRYN7,
5382,NBHC,NYS,National Bank Holdings Corporation Class A,2020-03-28,cs,IEX_4E44473631372D52,US,USD,True,BBG003D8Y833,1475841
5383,NBIX,NAS,Neurocrine Biosciences Inc.,2020-03-28,cs,IEX_48544B5133422D52,US,USD,True,BBG000GJS7C1,914475
5384,NBL,NAS,Noble Energy Inc.,2020-03-28,cs,IEX_4D39444748462D52,US,USD,True,BBG000BPT0C6,72207
5385,NBLX,NAS,Noble Midstream Partners LP,2020-03-28,cs,IEX_474D524A365A2D52,US,USD,True,BBG00B9C2J50,1647513
5386,NBN,NAS,Northeast Bank,2020-03-28,cs,IEX_524A335437472D52,US,USD,True,BBG000DNB9Q4,811831
5387,NBO,ASE,Neuberger Berman New York Municipal Fund Inc,2020-03-28,cef,IEX_5748583458512D52,US,USD,True,BBG000HQJG16,
5388,NBR,NYS,Nabors Industries Ltd.,2020-03-28,cs,IEX_464C445742442D52,US,USD,True,BBG000BZTW70,1163739
5389,NBR-A,NYS,Nabors Industries Ltd 6 % Cum Conv Perp Pfd Registered Shs Series A,2020-03-28,ps,IEX_53365452424E2D52,US,USD,True,,
5390,NBRV,NAS,Nabriva Therapeutics Plc,2020-03-28,cs,IEX_5152574E43372D52,US,USD,True,BBG00GGS47D1,1641640
5391,NBSE,NAS,NeuBase Therapeutics Inc,2020-03-28,cs,IEX_54384E594D4B2D52,US,USD,True,BBG000CB75J2,1173281
5392,NBTB,NAS,NBT Bancorp Inc.,2020-03-28,cs,IEX_533750444A302D52,US,USD,True,BBG000CJN801,790359
5393,NBW,ASE,Neuberger Berman California Municipal Fund Inc,2020-03-28,cef,IEX_58384D3451482D52,US,USD,True,BBG000NYNFS0,
5394,NBY,ASE,NovaBay Pharmaceuticals Inc.,2020-03-28,cs,IEX_4D37353238462D52,US,USD,True,BBG000PVPJT3,1389545
5395,NC,NYS,NACCO Industries Inc. Class A,2020-03-28,cs,IEX_544252594C4B2D52,US,USD,True,BBG000BPTTM2,789933
5396,NCA,NYS,Nuveen California Municipal Value Fund,2020-03-28,cef,IEX_42594B4657322D52,US,USD,True,BBG000BPV792,
5397,NCB,NYS,Nuveen California Municipal Value Fund 2,2020-03-28,cef,IEX_54384A5150512D52,US,USD,True,BBG000HVFPK8,
5398,NCBS,NAS,Nicolet Bankshares Inc.,2020-03-28,cs,IEX_504C464846342D52,US,USD,True,BBG000QK0TG5,
5399,NCLH,NYS,Norwegian Cruise Line Holdings Ltd.,2020-03-28,cs,IEX_5730373331512D52,US,USD,True,BBG000BSRN78,1513761
5400,NCMI,NAS,National CineMedia Inc.,2020-03-28,cs,IEX_4437443451542D52,US,USD,True,BBG000Q5VCD4,1377630
5401,NCNA,NAS,NuCana plc Sponsored ADR,2020-03-28,ad,IEX_4D36334448392D52,US,USD,True,BBG00HMJNMV8,1709626
5402,NCR,NYS,NCR Corporation,2020-03-28,cs,IEX_464D465233392D52,US,USD,True,BBG000BMXK89,70866
5403,NCSM,NAS,NCS Multistage Holdings Inc.,2020-03-28,cs,IEX_48463146364C2D52,US,USD,True,BBG00G6DYB34,1692427
5404,NCTY,NAS,The9 Ltd. Sponsored ADR,2020-03-28,ad,IEX_5850395954322D52,US,USD,True,BBG000CSP4C5,1296774
5405,NCV,NYS,AllianzGI Convertible & Income Fund,2020-03-28,cef,IEX_5356304D37382D52,US,USD,True,BBG000BNY0Q0,1214935
5406,NCV-A,NYS,AllianzGI Convertible & Income Fund 5.625 % Cum Red Perp Pfd Registered Shs Series A,2020-03-28,ps,IEX_4B394A4A32302D52,US,USD,True,,
5407,NCZ,NYS,AllianzGI Convertible & Income Fund II,2020-03-28,cef,IEX_4C534A4733502D52,US,USD,True,BBG000PQ3ZD9,1227857
5408,NCZ-A,NYS,AllianzGI Convertible & Income Fund II 5.5 % Cum Pfd Registered Shs Series A,2020-03-28,ps,IEX_5037355A32462D52,US,USD,True,,
5409,NDAQ,NAS,Nasdaq Inc.,2020-03-28,cs,IEX_57464D5656522D52,US,USD,True,BBG000F5VVB6,1120193
5410,NDLS,NAS,Noodles & Co. Class A,2020-03-28,cs,IEX_514E4C3233432D52,US,USD,True,BBG001CN6Q81,1275158
5411,NDP,NYS,Tortoise Energy Independence Fund Inc.,2020-03-28,cef,IEX_4C51315A37582D52,US,USD,True,BBG002W90ZY5,
5412,NDRA,NAS,ENDRA Life Sciences Inc.,2020-03-28,cs,IEX_5850363157592D52,US,USD,True,BBG00FD4RCV3,
5413,NDRAW,NAS,ENDRA Life Sciences Inc Warrant 2017-2021 on ENDRA Life Scncs,2020-03-28,wt,IEX_424B3535485A2D52,US,USD,True,BBG00GGX2788,
5414,NDSN,NAS,Nordson Corporation,2020-03-28,cs,IEX_4E3343584B372D52,US,USD,True,BBG000BPWGR1,72331
5415,NE,NYS,Noble Corporation plc,2020-03-28,cs,IEX_545A314E4B482D52,US,USD,True,BBG000DTMH63,1458891
5416,NEA,NYS,Nuveen AMT-Free Quality Municipal Income Fund of Benef Interest,2020-03-28,cef,IEX_52434D3457442D52,US,USD,True,BBG000PC4J09,
5417,NEAR,BATS,iShares Short Maturity Bond ETF,2020-03-28,et,IEX_4854434E4C502D52,US,USD,True,BBG0059KNK13,
5418,NEBU,NAS,Nebula Acquisition Corporation Class A,2020-03-28,cs,IEX_5142594A36502D52,US,USD,True,BBG00JQ2W5J8,1720353
5419,NEBUU,NAS,Nebula Acquisition Corp.,2020-03-28,ut,IEX_5144374B4C382D52,US,USD,True,BBG00JKT6TY5,
5420,NEBUW,NAS,Nebula Acquisition Corporation Warrant 2019-31.12.2024 on Nebula Acqstn-A,2020-03-28,wt,IEX_4239444746322D52,US,USD,True,BBG00K6RZQ49,
5421,NEE,NYS,NextEra Energy Inc.,2020-03-28,cs,IEX_4B42335950532D52,US,USD,True,BBG000BJSBJ0,753308
5422,NEE-I,NYS,NextEra Energy Capital Holdings Inc 5.125 % Debentures 2012-15.11.72 Jr Subord Series 1,2020-03-28,ps,IEX_573946344C332D52,US,USD,True,,
5423,NEE-J,NYS,NextEra Energy Capital Holdings Inc 5 % Debentures 2013-15.1.73 Gtd Jr Subord Series J,2020-03-28,ps,IEX_51534E59364B2D52,US,USD,True,,
5424,NEE-K,NYS,NextEra Energy Capital Holdings Inc 5.25 % Debentures 2016-01.06.76 Gtd Series K,2020-03-28,ps,IEX_4446564A4A482D52,US,USD,True,,
5425,NEE-N,NYS,NextEra Energy Capital Holdings Inc 5.65 % Debentures 2019-01.03.79 Global Gtd Series N,2020-03-28,ps,IEX_5235485235352D52,US,USD,True,,
5426,NEE-O,NYS,NextEra Energy Inc. Corporate Units Cons of Debenture 01.09.24 + 1 PC 01.09.22,2020-03-28,ut,IEX_5030513846362D52,US,USD,True,,
5427,NEE-P,NYS,NextEra Energy Inc. Corporate Units Cons of Debenture 01.03.25 + 1 PC 01.03.23,2020-03-28,ut,IEX_5359465332382D52,US,USD,True,,
5428,NEED,PSE,Direxion Daily Consumer Staples Bull 3x Shares,2020-03-28,et,IEX_5148574C38472D52,US,USD,True,BBG00MP0Y915,
5429,NEM,NYS,Newmont Corporation,2020-03-28,cs,IEX_4347474734522D52,US,USD,True,BBG000BPWXK1,1164727
5430,NEN,ASE,New England Realty Associates Limited Partnership,2020-03-28,cs,IEX_4E36543947322D52,US,USD,True,BBG000BPXZ43,746514
5431,NEO,NAS,NeoGenomics Inc.,2020-03-28,cs,IEX_4856564C34522D52,US,USD,True,BBG000BKH263,1077183
5432,NEOG,NAS,Neogen Corporation,2020-03-28,cs,IEX_4E30304844372D52,US,USD,True,BBG000C1BCK2,711377
5433,NEON,NAS,Neonode Inc.,2020-03-28,cs,IEX_4C304E564A4C2D52,US,USD,True,BBG000BSJWN9,87050
5434,NEOS,NAS,Neos Therapeutics Inc.,2020-03-28,cs,IEX_5250364D52322D52,US,USD,True,BBG0029006R2,1467652
5435,NEP,NYS,NextEra Energy Partners LP,2020-03-28,cs,IEX_5344443534462D52,US,USD,True,BBG006JNW321,1603145
5436,NEPH,NAS,Nephros Inc.,2020-03-28,cs,IEX_4242424633512D52,US,USD,True,BBG000NXRTF2,
5437,NEPT,NAS,Neptune Wellness Solutions Inc.,2020-03-28,cs,IEX_5034395347362D52,US,USD,True,BBG000BJFG30,1401395
5438,NERD,PSE,Roundhill BITKRAFT Esports & Digital Entertainment ETF,2020-03-28,et,IEX_473437594B572D52,US,USD,True,BBG00PBD0TC6,
5439,NERV,NAS,Minerva Neurosciences Inc,2020-03-28,cs,IEX_42594B5638322D52,US,USD,True,BBG0067S9Z73,1598646
5440,NES,ASE,Nuverra Environmental Solutions Inc.,2020-03-28,cs,IEX_4B39313354502D52,US,USD,True,BBG00HY124J1,1403853
5441,NESR,NAS,National Energy Services Reunited Corp.,2020-03-28,cs,IEX_5632474356432D52,US,USD,True,BBG00GNGGRJ6,1698514
5442,NESRW,NAS,National Energy Services Reunited Corp. Warrant -17.05.24 on Natl Energy Svc,2020-03-28,wt,IEX_505A393738522D52,US,USD,True,BBG00GVM4PF5,
